id,shout_date,shout_entry,shout_ip,shout_lat,shout_long
2207,6/9/2019,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,124.203.220.39,41.989901,21.0770114
2208,6/9/2019,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,76.105.184.65,6.95333,124.42556
2209,6/9/2019,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,12.140.35.143,56.2086482,95.4511119
2210,6/9/2019,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,125.110.152.130,-8.4355645,115.3223438
2211,6/9/2019,nulla nunc purus phasellus in felis donec semper sapien a,42.120.18.25,23.0706415,112.4852219
2212,6/9/2019,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,208.255.254.202,23.254488,116.370159
2213,6/9/2019,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,172.199.30.219,51.6248663,20.8139759
2214,6/9/2019,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,30.51.167.109,29.367984,111.177234
2215,6/9/2019,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,35.173.106.190,34.8582652,33.6007892
2216,6/9/2019,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,136.233.207.246,-6.85247,111.5587544
2217,6/9/2019,fusce lacus purus aliquet at feugiat non pretium quis lectus,207.38.233.66,51.9094928,5.4352554
2218,6/9/2019,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,174.63.101.249,48.1495982,24.2824443
2219,6/9/2019,consequat dui nec nisi volutpat eleifend donec ut dolor morbi,107.6.172.87,-22.7485717,-46.8931368
2220,6/9/2019,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,199.239.179.119,24.804232,98.296657
2221,6/9/2019,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,239.190.148.127,53.58244,20.2827
2222,6/9/2019,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,229.239.130.0,-8.5003,115.0188
2223,6/9/2019,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,65.55.12.255,40.427682,-8.6947028
2224,6/9/2019,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,141.130.34.245,22.266978,113.502213
2225,6/9/2019,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,176.246.94.132,39.5676563,19.8839657
2226,6/9/2019,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,220.228.191.206,6.3524753,124.9017692
2227,6/9/2019,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,194.182.238.102,22.775792,108.317902
2228,6/9/2019,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,220.120.153.14,48.2368992,38.2082157
2229,6/9/2019,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,179.90.220.62,39.8592119,20.0271001
2230,6/9/2019,lectus pellentesque eget nunc donec quis orci eget orci vehicula,17.107.229.203,54.7894086,65.9674841
2231,6/9/2019,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,170.74.137.158,-9.3601019,-77.553344
2232,6/9/2019,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,142.99.162.113,49.5111458,17.5282441
2233,6/9/2019,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,213.83.23.38,37.464539,121.447852
2234,6/9/2019,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,187.112.198.53,-8.452,115.262
2235,6/9/2019,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,67.238.119.254,15.8368547,120.3688477
2236,6/9/2019,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,151.110.77.87,10.9259723,107.4055814
2237,6/9/2019,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,51.221.99.105,31.035395,112.199427
2238,6/9/2019,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,137.31.48.156,23.119172,113.202334
2239,6/9/2019,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,100.31.92.162,23.125735,113.964824
2240,6/9/2019,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,23.65.176.163,-8.5895217,117.2793685
2241,6/9/2019,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,177.19.128.149,-34.6381227,-58.3787726
2242,6/9/2019,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,31.105.64.50,53.1406245,17.1259608
2243,6/9/2019,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,69.169.8.82,62.3786184,27.4345664
2244,6/9/2019,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,222.84.237.217,46.4457008,134.3078003
2245,6/9/2019,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,79.246.103.206,14.5748924,-87.8782959
2246,6/9/2019,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,174.220.47.74,10.1814384,-70.073769
2247,6/9/2019,lacus purus aliquet at feugiat non pretium quis lectus suspendisse,170.157.116.212,33.1556108,-7.3860994
2248,6/9/2019,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,218.8.222.233,42.3890735,47.9897691
2249,6/9/2019,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,205.244.74.220,-9.6455051,120.2642533
2250,6/9/2019,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,86.55.43.246,45.768045,15.947739
2251,6/9/2019,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,86.89.201.143,49.5597209,12.7714782
2252,6/9/2019,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,235.217.241.64,9.7998986,80.1489188
2253,6/9/2019,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,234.178.32.79,26.629211,101.266195
2254,6/9/2019,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,82.112.160.145,41.7815196,123.4582948
2255,6/9/2019,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,4.33.67.136,39.2752729,118.4500421
2256,6/9/2019,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,23.67.129.164,15.3483742,-88.3967536
2257,6/9/2019,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,16.184.96.110,44.5722923,18.3753175
2258,6/9/2019,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,20.132.178.122,48.1181855,38.4585264
2259,6/9/2019,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,3.176.110.22,22.8311155,113.2516686
2260,6/9/2019,risus auctor sed tristique in tempus sit amet sem fusce consequat,155.10.187.232,-8.0796655,113.3049491
2261,6/9/2019,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,211.172.218.31,7.4687521,146.139336
2262,6/9/2019,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,105.78.72.179,-7.5450262,111.6556388
2263,6/9/2019,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,182.148.214.14,49.6968574,19.9506717
2264,6/9/2019,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,111.144.16.203,-8.4766365,119.8805782
2265,6/9/2019,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,65.122.199.19,54.4265348,18.4025756
2266,6/9/2019,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,224.172.147.100,-6.9707,111.3203
2267,6/9/2019,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,58.218.133.112,31.467665,121.190549
2268,6/9/2019,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,237.116.15.44,57.0684709,24.3394019
2269,6/9/2019,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,121.248.254.6,9.948066,-84.059822
2270,6/9/2019,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,181.92.72.28,8.955271,126.009711
2271,6/9/2019,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,129.138.227.96,41.7936783,-8.3338509
2272,6/9/2019,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,206.18.143.233,42.8436672,-2.6722992
2273,6/9/2019,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,89.73.51.234,50.069277,22.442238
2274,6/9/2019,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,133.148.125.7,41.44056,22.72778
2275,6/9/2019,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,34.144.189.110,30.63166,114.040353
2276,6/9/2019,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,103.85.71.205,27.6581078,-82.7293193
2277,6/9/2019,nec sem duis aliquam convallis nunc proin at turpis a pede posuere,215.58.70.177,24.546876,107.04219
2278,6/9/2019,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,253.29.45.103,30.2427011,120.1502699
2279,6/9/2019,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,22.235.139.67,-14.1187849,-72.2475967
2280,6/9/2019,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,93.81.161.43,-5.9946384,107.1326703
2281,6/9/2019,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,231.103.112.7,-8.1844859,113.6680747
2282,6/9/2019,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,207.125.38.56,38.7099952,20.7141164
2283,6/9/2019,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,38.225.103.7,37.7985543,139.189766
2284,6/9/2019,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,66.241.183.24,26.641315,100.222545
2285,6/9/2019,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,29.219.51.43,6.408891,-72.4454499
2286,6/9/2019,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,112.187.9.49,39.1140535,-94.7743365
2287,6/9/2019,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,90.172.56.196,38.777855,-27.168076
2288,6/9/2019,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,71.4.159.107,47.2457073,-122.4773432
2289,6/9/2019,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,234.82.142.123,28.0093247,120.6569721
2290,6/9/2019,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,159.129.25.67,29.866917,118.403786
2291,6/9/2019,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,239.73.56.117,36.409259,99.679959
2292,6/9/2019,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,33.214.120.176,-18.8273274,-65.1202564
2293,6/9/2019,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,203.93.184.13,45.2821109,19.5712204
2294,6/9/2019,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,241.15.110.57,-24.7057037,33.8801952
2295,6/9/2019,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,131.26.212.0,20.6523028,-87.0696273
2296,6/9/2019,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,157.73.225.243,-29.7569364,-51.8311441
2297,6/9/2019,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,173.204.133.212,19.6632775,-99.2058279
2298,6/9/2019,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,147.144.166.167,-6.2957395,107.8228459
2299,6/9/2019,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,243.56.51.206,38.4600166,-9.1141307
2300,6/9/2019,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,115.93.180.228,48.9446931,91.1606763
2301,6/9/2019,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,71.234.72.196,-4.50345,37.9122236
2302,6/9/2019,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,99.186.184.63,-6.9669184,112.3665609
2303,6/9/2019,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,187.120.52.151,14.2277451,99.89042
2304,6/9/2019,interdum in ante vestibulum ante ipsum primis in faucibus orci,130.148.158.82,49.224335,15.6616683
2305,6/9/2019,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,118.118.119.89,34.7836044,113.6738442
2306,6/9/2019,in consequat ut nulla sed accumsan felis ut at dolor,251.35.101.221,39.6185297,19.8966576
2307,6/9/2019,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,104.192.93.104,29.770279,84.03153
2308,6/9/2019,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,243.216.165.18,31.129098,120.839842
2309,6/9/2019,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,91.195.239.46,13.32887,44.21708
2310,6/9/2019,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,108.225.116.55,46.817914,-0.626516
2311,6/9/2019,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,78.6.37.255,11.0841596,106.7883416
2312,6/9/2019,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,230.98.20.114,18.0226967,101.8812323
2313,6/9/2019,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,171.26.9.83,41.603085,46.638308
2314,6/9/2019,donec semper sapien a libero nam dui proin leo odio,14.254.136.195,43.16678,-81.93309
2315,6/9/2019,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,125.215.9.115,12.3363017,121.0749225
2316,6/9/2019,nullam varius nulla facilisi cras non velit nec nisi vulputate,219.70.145.157,48.759003,2.323941
2317,6/9/2019,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,171.178.251.17,36.837625,112.864561
2318,6/9/2019,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,51.209.234.170,8.8105088,-75.632447
2319,6/9/2019,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,192.16.222.215,-6.507942,106.4794136
2320,6/9/2019,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,106.156.0.7,-7.1234674,111.8479156
2321,6/9/2019,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,135.46.83.236,0.6183138,-77.9424531
2322,6/9/2019,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,218.224.97.168,53.8419317,14.6143984
2323,6/9/2019,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,200.222.142.49,-3.5106508,39.9093269
2324,6/9/2019,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,129.114.159.111,6.83249,124.454363
2325,6/9/2019,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,119.229.53.201,38.47436,106.239679
2326,6/9/2019,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,41.231.36.145,39.0225262,-8.9631789
2327,6/9/2019,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,126.198.26.65,35.2868468,138.8850313
2328,6/9/2019,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,22.16.103.57,-6.7728847,110.816549
2329,6/9/2019,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,185.249.145.147,34.749864,106.137293
2330,6/9/2019,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,86.10.91.8,40.7316367,20.0427329
2331,6/9/2019,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,60.181.69.52,59.1434384,15.1429183
2332,6/9/2019,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,94.25.219.190,60.9358323,25.9350435
2333,6/9/2019,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,132.167.250.250,30.643569,114.872191
2334,6/9/2019,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,183.41.144.188,22.719816,113.829156
2335,6/9/2019,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,192.207.121.141,43.4945737,5.8978018
2336,6/9/2019,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,202.200.192.14,-2.576499,112.542
2337,6/9/2019,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,167.248.145.130,4.203572,-74.643383
2338,6/9/2019,blandit mi in porttitor pede justo eu massa donec dapibus duis at,147.213.110.244,18.8782625,-71.5036905
2339,6/9/2019,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,227.44.187.238,39.918983,116.47861
2340,6/9/2019,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,11.245.158.245,-9.582,119.367
2341,6/9/2019,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,95.206.254.49,-11.08224,34.646118
2342,6/9/2019,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,33.154.80.197,22.9627499,90.1838976
2343,6/9/2019,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,206.46.43.112,-7.294983,112.757558
2344,6/9/2019,id luctus nec molestie sed justo pellentesque viverra pede ac diam,110.77.174.239,34.6911,106.221144
2345,6/9/2019,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,78.158.244.77,47.09995,-55.76504
2346,6/9/2019,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,121.23.248.191,12.9796798,123.9196804
2347,6/9/2019,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,200.226.193.79,-4.0003104,35.778497
2348,6/9/2019,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,124.33.63.246,22.513701,113.398577
2349,6/9/2019,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,179.60.17.146,49.0496835,33.2284693
2350,6/9/2019,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,255.84.41.19,28.7746477,83.7730237
2351,6/9/2019,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,102.236.25.101,37.9847063,21.4203066
2352,6/9/2019,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,250.164.103.236,39.9167763,-7.4517472
2353,6/9/2019,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,98.56.231.2,27.202344,118.630479
2354,6/9/2019,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,185.215.197.88,12.6679167,123.9881642
2355,6/9/2019,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,234.252.74.116,39.877206,115.881215
2356,6/9/2019,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,145.158.13.231,39.8,-89.65
2357,6/9/2019,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,152.218.170.98,38.322579,23.3204309
2358,6/9/2019,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,142.184.228.44,52.17596,122.07903
2359,6/9/2019,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,77.156.143.228,31.471686,119.934764
2360,6/9/2019,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,175.167.114.226,53.7222428,14.2891772
2361,6/9/2019,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,189.21.108.135,43.8699654,21.0688871
2362,6/9/2019,integer non velit donec diam neque vestibulum eget vulputate ut,182.82.4.246,-8.197451,112.6079459
2363,6/9/2019,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,18.23.189.103,-6.4045182,106.8341509
2364,6/9/2019,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,71.13.71.52,41.8415239,-8.8186886
2365,6/9/2019,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,183.113.82.170,3.7220621,96.8297403
2366,6/9/2019,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,149.223.79.32,58.5563017,15.0091903
2367,6/9/2019,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,170.226.203.74,31.3265959,105.7904148
2368,6/9/2019,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,64.120.48.9,28.4391484,-16.2845785
2369,6/9/2019,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,90.208.3.58,-15.2090734,-39.1959729
2370,6/9/2019,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,237.112.201.39,27.948308,109.599191
2371,6/9/2019,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,216.20.69.130,-14.5656065,40.6854309
2372,6/9/2019,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,9.81.141.221,45.9701086,14.3737786
2373,6/9/2019,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,50.29.110.220,32.0188765,35.881947
2374,6/9/2019,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,243.218.149.15,13.3475852,121.8847222
2375,6/9/2019,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,67.147.75.59,39.8547136,-8.8790902
2376,6/9/2019,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,180.33.229.180,44.6962724,39.8024873
2377,6/9/2019,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,105.10.206.136,56.8221532,43.9638201
2378,6/9/2019,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,153.72.13.101,49.1333104,13.740288
2379,6/9/2019,elementum ligula vehicula consequat morbi a ipsum integer a nibh in,221.139.127.111,-6.6870824,106.8089885
2380,6/9/2019,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,8.145.46.202,47.5246265,-0.557101
2381,6/9/2019,dapibus duis at velit eu est congue elementum in hac,213.23.99.0,58.2890327,12.2665864
2382,6/9/2019,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,198.125.192.110,36.1113287,138.7601651
2383,6/9/2019,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,185.142.120.153,50.0234664,-66.8869412
2384,6/9/2019,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,79.192.172.126,38.3884463,-8.1572713
2385,6/9/2019,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,31.230.173.86,50.63258,87.96046
2386,6/9/2019,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,24.113.141.180,12.1630333,-84.2199753
2387,6/9/2019,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,114.204.35.85,39.1365314,20.9594987
2388,6/9/2019,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,63.135.220.71,47.6264367,34.5297956
2389,6/9/2019,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,58.14.67.186,25.771635,111.170552
2390,6/9/2019,pretium quis lectus suspendisse potenti in eleifend quam a odio in,104.69.148.165,38.1861536,140.6675584
2391,6/9/2019,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,28.1.168.193,-31.3266229,-64.2603216
2392,6/9/2019,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,167.203.76.251,32.1911268,130.785523
2393,6/9/2019,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,74.57.240.198,31.2028365,121.4379074
2394,6/9/2019,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,107.150.186.216,52.0424689,21.3991045
2395,6/9/2019,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,145.146.9.248,53.3004898,-6.2634596
2396,6/9/2019,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,129.234.26.252,55.3040194,83.6056675
2397,6/9/2019,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,51.51.76.252,22.5346419,114.1237079
2398,6/9/2019,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,59.117.26.237,-7.012244,111.3798928
2399,6/9/2019,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,20.250.39.24,52.406614,22.2424971
2400,6/9/2019,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,236.2.101.235,15.51667,-88.05
2401,6/9/2019,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,178.71.14.159,54.333333,32.466667
2402,6/9/2019,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,229.96.166.198,49.1184617,26.3361413
